Tamb,I,Tcoolant_in,mass_flowrate_optimal
43.8,906,22.498889687257904,0.0001
44.5,955,22.182926620445908,0.0001
44.900000000000006,915,27.926010858632292,0.0001
44.900000000000006,847,25.51450846220018,0.0001
44.6,708,22.466127799707728,0.0001
36.6,423,27.422600283381723,0.003736734693877551
38.5,627,28.985052594147362,0.002726530612244898
42.5,339,23.539753565420707,0.006161224489795919
35.6,227,25.25394900427811,0.004746938775510205
38.400000000000006,438,25.050966196851572,0.004948979591836736
40.6,634,25.402750619461187,0.0001
42.400000000000006,799,26.111888997119777,0.0001
43.7,913,23.34917112435949,0.0001
44.7,961,24.32298226328068,0.0001
45.3,864,25.78724238393107,0.0001
45.1,729,25.25295647146872,0.0001
44.400000000000006,548,21.27693091165081,0.0065653061224489806
43.3,339,27.57488041976652,0.005757142857142858
41.1,131,22.115810893466175,0.0065653061224489806
39.400000000000006,782,23.96369317756221,0.0001
40.5,893,22.72675129946487,0.0001
27.4,645,24.39500041040134,0.0001
32.9,945,25.20145768743387,0.0001
33.300000000000004,863,26.811427511558954,0.0001
33.300000000000004,724,20.710027160592052,0.0001
32.9,540,25.110375874933048,0.002322448979591837
31.9,329,28.086791299741577,0.0001
30.0,121,23.44172837306223,0.004140816326530613
27.8,226,27.64101822187505,0.0001
30.3,442,26.583554590669834,0.0001
32.0,643,25.718557882814594,0.0001
33.300000000000004,806,26.42195962256815,0.0001
34.6,918,23.014964844912267,0.0015142857142857145
35.5,966,28.22412866986331,0.0001
36.2,948,20.340338489053988,0.0001
36.6,867,25.25791750906153,0.0019183673469387757
35.0,334,24.735827825979506,0.004342857142857144
30.4,217,25.27850414999692,0.003130612244897959
33.300000000000004,429,23.858850291436276,0.003736734693877551
35.6,627,28.281511485765055,0.0001
37.2,788,24.023353561974137,0.0001
38.6,896,26.64294657462808,0.002120408163265306
39.7,914,25.13139381421549,0.0001
40.400000000000006,928,23.11591991132929,0.0001
40.6,846,23.359054787096095,0.0001
40.5,708,26.631658954120994,0.0001
39.900000000000006,525,24.507837026259384,0.0001
38.6,317,25.04550845798375,0.005353061224489797
36.2,111,22.779905039083317,0.005757142857142858
31.3,205,24.574065905568254,0.003736734693877551
33.9,413,26.534519758976764,0.002928571428571429
36.2,611,27.06507637839056,0.002726530612244898
38.0,778,24.054431010720663,0.0001
39.400000000000006,896,23.938792657461054,0.0001
40.3,945,22.00980904894745,0.0001
40.900000000000006,928,29.372287245732267,0.0011102040816326532
41.0,846,21.632936615684383,0.0001
40.8,708,27.00610436401267,0.0001
40.2,526,26.940025770423915,0.004544897959183674
38.8,316,21.46573730624456,0.005959183673469389
36.1,110,23.76586067397007,0.005555102040816327
31.200000000000003,216,25.707130362230348,0.00333265306122449
34.7,430,29.121515916954372,0.001312244897959184
38.0,630,25.121045327602673,0.0001
40.0,794,22.59925077999698,0.0001
41.2,906,26.592421284543732,0.0001
42.0,957,21.60442265562012,0.0001
42.400000000000006,943,24.409324969107015,0.0001
42.5,864,30.211272132374,0.0001
42.1,726,22.225013867130897,0.0001
41.400000000000006,542,25.663509716276103,0.0001
39.5,329,24.61570004762934,0.005555102040816327
36.5,115,19.664478274193577,0.00636326530612245
31.6,225,26.48135584090415,0.002928571428571429
35.0,442,26.81159916047514,0.003130612244897959
38.6,642,28.25303844192491,0.003130612244897959
40.900000000000006,803,24.432301519958646,0.0001
42.0,912,21.569234177284063,0.0001
42.7,960,21.098874939888226,0.0001
43.2,943,25.02073587348072,0.0001
43.400000000000006,860,29.174408527555407,0.0001
43.1,721,26.424958835462775,0.0001
42.5,535,23.13527934676414,0.005959183673469389
40.6,321,27.524996103582815,0.005151020408163266
37.7,109,26.336813766700047,0.005353061224489797
32.2,216,27.534293715142336,0.002726530612244898
39.1,640,27.627727465197623,0.0001
41.3,801,26.29031976113628,0.0001
42.6,910,27.261773192708265,0.0001
43.6,958,27.937938574993453,0.0001
44.1,939,27.431393248267458,0.0001
44.3,855,24.840235329149262,0.0001
44.0,714,28.659686156554685,0.0001
43.3,527,17.744026231974157,0.006969387755102042
41.6,314,22.760650076812155,0.00636326530612245
39.1,104,26.14236702589704,0.005757142857142858
33.0,220,27.490975370369757,0.003130612244897959
36.7,440,20.165445400355694,0.005555102040816327
40.5,643,23.80235785210787,0.0001
42.7,808,25.658465410882165,0.0001
44.0,919,25.559258542609516,0.0001
44.8,967,27.64123172439125,0.0001
45.2,950,24.31248340617465,0.0001
45.2,865,23.930466041510666,0.0001
44.900000000000006,723,27.38620275259608,0.0001
44.1,535,22.829183869771985,0.006161224489795919
41.8,317,24.01788940328459,0.006161224489795919
38.7,103,24.18625950674525,0.005959183673469389
34.1,219,22.511884031265225,0.005151020408163266
37.5,438,24.804671106571366,0.004746938775510205
41.1,640,22.821762818210658,0.0001
43.400000000000006,803,24.034598288201664,0.0001
44.5,912,26.419048962894436,0.0001
45.3,957,23.430711937178312,0.0001
45.8,935,27.44923284882296,0.0001
45.900000000000006,847,24.132277251248674,0.0001
45.7,703,26.41801243117613,0.0001
45.0,514,25.630436754869315,0.005959183673469389
43.0,300,25.745949045212225,0.005959183673469389
39.900000000000006,94,24.37318092321124,0.006161224489795919
34.5,207,26.66280660450261,0.004140816326530613
37.4,420,24.577808011780352,0.004746938775510205
40.0,618,24.85882631575397,0.0001
41.7,778,26.60624014801855,0.0001
42.900000000000006,885,20.47804988145441,0.0001
43.7,932,22.847375270494474,0.0001
44.3,913,28.266230720526732,0.0001
44.5,829,19.76713823898594,0.0001
44.3,687,26.216041167486864,0.0001
43.6,501,22.555832650974963,0.00636326530612245
41.6,289,25.090528912029324,0.005959183673469389
38.5,86,23.08660780306359,0.006161224489795919
32.2,202,18.37498985092518,0.005555102040816327
40.3,774,29.287902930483803,0.0025244897959183677
41.0,876,28.08959746040731,0.0001
37.2,481,26.318553185363076,0.004140816326530613
36.5,265,22.27918591267934,0.005555102040816327
29.5,193,24.509746279259215,0.003130612244897959
34.300000000000004,753,25.070866022969767,0.0001
27.3,185,21.146776304018083,0.003736734693877551
29.0,392,19.64658501892621,0.003938775510204082
30.4,579,27.663272909717065,0.0001
33.800000000000004,853,30.660498737207927,0.0001
33.9,797,23.298583592494005,0.002120408163265306
33.7,656,26.180371602425627,0.0001
33.1,477,29.3605314191505,0.0001
30.6,74,27.853508022670603,0.002726530612244898
28.5,195,22.372440459864073,0.0035346938775510208
30.8,408,24.660851332665583,0.002322448979591837
32.5,608,25.202953985942326,0.0001
34.0,771,23.718863482849,0.002120408163265306
35.2,874,25.761395054692414,0.0001
36.0,893,21.29680309544548,0.0001
36.6,900,24.055111597194212,0.0001
36.8,823,23.44272763595653,0.0001
36.6,681,25.56485640997868,0.0001
35.800000000000004,492,30.63378560068659,0.0001
33.9,279,26.120952501488755,0.003736734693877551
31.0,75,25.388752990746852,0.003938775510204082
23.5,207,26.047801568054346,0.0001
26.200000000000003,428,23.789002074642248,0.0001
28.3,634,28.499671992233797,0.0001
29.9,798,30.22751070674218,0.0001
31.4,906,26.77391532566695,0.0001
32.6,954,26.785301721385753,0.0001
33.4,931,26.252372975696034,0.0001
33.9,843,24.715824987524158,0.0001
34.0,696,26.301424328321744,0.0001
33.7,503,23.26968466392807,0.003736734693877551
32.4,284,27.079177529032165,0.002726530612244898
30.6,75,26.38695297410113,0.00333265306122449
25.9,204,25.548335611350687,0.0001
29.200000000000003,425,28.6711654849826,0.0001
32.2,629,27.872244232047375,0.0001
33.800000000000004,796,25.23135612233037,0.0001
35.0,907,26.44901340428649,0.0001
35.800000000000004,951,26.007787416095358,0.0001
36.2,928,23.62599468197702,0.002322448979591837
36.2,838,24.558550432140425,0.0025244897959183677
35.9,691,21.51321008840103,0.0001
35.0,497,25.429329769552762,0.0035346938775510208
32.9,278,24.8616054239279,0.003938775510204082
29.8,71,26.73021022030068,0.002928571428571429
26.200000000000003,201,28.02581978301878,0.0001
29.3,421,26.059921033514648,0.0001
32.1,625,28.829887792930712,0.0001
33.800000000000004,792,22.661925100166783,0.0025244897959183677
35.1,902,26.72517126815815,0.0001
36.1,949,24.650289157356607,0.0001
36.8,926,25.61720604563665,0.0001
37.1,838,22.97250671973574,0.0001
36.9,691,29.32894332215874,0.0001
36.3,498,21.4424585070246,0.0001
34.1,278,26.89536973615943,0.0035346938775510208
31.1,69,24.771540728790317,0.004140816326530613
27.1,203,29.74975685873516,0.0001
30.0,424,28.421507064047532,0.0001
33.2,628,25.648202964790883,0.0001
35.800000000000004,790,24.75509716925037,0.0025244897959183677
37.4,899,22.18608572275452,0.0001
38.3,941,23.627908529461696,0.0001
38.900000000000006,916,24.26975279855636,0.0001
39.1,823,30.415662416758117,0.0001
38.900000000000006,672,27.14702432657624,0.0001
38.1,478,22.0503487932758,0.0001
35.7,260,24.383451794186332,0.004948979591836736
32.5,60,17.816629602087744,0.006161224489795919
30.5,185,30.30520820575738,0.0001
33.4,397,22.829598371383316,0.004342857142857144
36.4,596,25.8249640550126,0.0001
38.5,756,25.938384805439252,0.0001
39.8,863,21.854908530944446,0.0001
40.7,907,23.491649072932617,0.0001
41.3,882,26.86334924901786,0.0001
41.6,790,25.378925759687952,0.0001
41.400000000000006,645,28.04220080389118,0.0001
40.7,456,28.943708819036246,0.004342857142857144
38.400000000000006,246,24.97884118209776,0.005353061224489797
35.5,54,22.34429292074807,0.005757142857142858
31.1,184,27.514779986363504,0.002322448979591837
34.300000000000004,395,23.13392383754632,0.004544897959183674
37.6,592,19.015971360095797,0.0001
39.7,750,23.008968322130208,0.0001
41.2,855,29.318351126187757,0.0025244897959183677
42.1,898,27.018971851783792,0.0001
42.8,876,28.268432051730336,0.0001
43.1,786,22.782635359723585,0.0001
43.0,641,21.06739706579575,0.006161224489795919
42.400000000000006,452,25.27892448116952,0.005757142857142858
40.8,239,23.369751152223294,0.006161224489795919
30.0,175,20.829845570494193,0.004544897959183674
31.4,375,23.11178265387605,0.0035346938775510208
32.7,575,25.210020188527004,0.0015142857142857145
30.9,177,23.011574266969202,0.004342857142857144
32.9,381,23.505532136883904,0.003938775510204082
34.6,585,24.33001082265179,0.00333265306122449
36.1,745,27.706042468116905,0.0001
38.400000000000006,898,23.238530688750025,0.0001
39.0,874,26.096566943137923,0.0001
39.3,773,20.13624090311614,0.0001
39.1,622,24.191590646693378,0.0001
38.3,446,24.24062411279069,0.004948979591836736
36.2,233,23.504905841110013,0.005353061224489797
26.3,180,28.270775838654867,0.0001
29.5,396,20.202733201463474,0.003938775510204082
32.4,598,29.356380949970017,0.0001
34.6,760,21.95303203480043,0.0001
36.2,868,23.42215748702355,0.0001
37.4,911,23.543928254255366,0.0001
38.1,887,25.115699964199397,0.0001
38.3,795,22.97209126706834,0.0001
38.1,645,21.318623332447658,0.0001
37.5,451,24.45248059737935,0.004746938775510205
35.6,235,24.771248718770863,0.004948979591836736
26.8,174,30.587325747291967,0.0001
29.9,388,26.399215250410556,0.0001
32.800000000000004,588,21.3486429934491,0.0001
35.2,749,25.520441831658502,0.0017163265306122451
36.8,855,30.15804813794726,0.0001
37.8,897,30.01680437509054,0.0001
38.3,870,26.342653357591583,0.002322448979591837
38.400000000000006,778,23.37510416274966,0.0001
38.0,628,22.602982315958517,0.0001
37.2,435,26.76797478679573,0.004140816326530613
35.2,221,24.098458363084298,0.004948979591836736
28.3,169,24.272794132411665,0.002726530612244898
31.4,381,27.9486328476339,0.0001
34.2,579,22.076734988814852,0.0001
36.1,744,28.12186060065411,0.0001
37.3,855,24.54130335855826,0.0001
38.1,896,26.72578381190171,0.0015142857142857145
38.5,869,24.03577760929126,0.0001
38.6,778,20.527910700892356,0.0001
38.400000000000006,629,22.654669038987837,0.0001
37.8,436,23.89035947112298,0.004948979591836736
36.3,222,20.184234056279983,0.005959183673469389
29.4,175,22.47322772232007,0.003938775510204082
32.7,389,22.941583687885778,0.004140816326530613
35.7,590,26.892320313054828,0.0025244897959183677
37.4,749,21.22063775257031,0.0001
38.3,854,27.39753581170798,0.0017163265306122451
38.900000000000006,894,23.438934207837686,0.0001
39.2,868,24.467093260677945,0.0001
39.1,777,26.030359166599393,0.0001
38.7,625,20.431847045125423,0.0001
37.7,431,27.416277480534244,0.004140816326530613
35.4,215,22.583566508830717,0.005353061224489797
27.0,173,26.442042468927102,0.0001
29.9,392,25.88345613117671,0.0001
32.5,596,23.694777172536195,0.0025244897959183677
34.300000000000004,761,23.70582821387219,0.002322448979591837
35.5,871,24.057807863026184,0.0019183673469387757
36.3,912,22.63455494165784,0.0001
36.7,884,22.592420668791917,0.0001
36.7,790,26.02606839081211,0.002120408163265306
36.5,638,23.040956237243783,0.0001
35.800000000000004,441,26.503386338132152,0.003736734693877551
33.7,222,28.924951763610004,0.002928571428571429
25.5,173,24.705317180104718,0.0001
28.6,390,26.540582912899293,0.0001
31.5,592,23.981947548127053,0.001312244897959184
33.6,756,28.607766303427134,0.0001
35.0,863,25.76320922753456,0.0001
36.0,904,22.977346719525528,0.0001
36.6,876,26.136784947294526,0.0001
36.7,781,26.16677147905967,0.002120408163265306
36.4,628,28.960373175654308,0.0001
35.5,431,23.491789729500034,0.004544897959183674
33.300000000000004,214,26.372884759842393,0.003736734693877551
24.200000000000003,173,25.96229632413642,0.0001
27.700000000000003,393,24.27694394038535,0.0001
31.0,598,24.254653765708493,0.0001
33.5,763,22.63439781703741,0.0025244897959183677
35.1,870,22.308088477736455,0.0001
36.1,911,23.44431380282783,0.0001
36.6,884,24.080623772693563,0.0001
36.5,789,23.19856618005624,0.0001
36.0,634,23.636784150582283,0.0001
35.1,435,23.478767096329594,0.004342857142857144
32.5,215,25.29302100967729,0.003938775510204082
23.700000000000003,167,23.58266208876827,0.0001
26.8,385,28.83749158147216,0.0001
29.5,588,29.40908064542482,0.0001
31.3,753,25.555630274305976,0.0001
32.5,862,25.116923744132226,0.0001
33.2,906,28.665232962598182,0.0001
33.5,879,25.577528233436215,0.0001
33.5,782,24.38920496072983,0.0001
33.2,627,24.518825780994796,0.002120408163265306
32.5,427,26.845420844238717,0.0015142857142857145
30.5,206,26.83717543967202,0.002322448979591837
22.5,163,23.092455508244786,0.0001
25.700000000000003,381,21.92800195571519,0.0001
28.200000000000003,584,27.20734984338169,0.0001
30.1,748,25.519286049215207,0.0001
31.8,854,26.378271089076737,0.0001
33.2,894,25.978752530596413,0.0001
34.2,864,27.34869341876456,0.0001
34.6,767,24.986017050838925,0.001312244897959184
34.2,614,27.811550562096386,0.0001
33.0,415,25.25954261001309,0.003130612244897959
30.6,197,29.278217864304228,0.0001
28.1,371,25.968933277074395,0.0001
30.8,572,26.291745472954645,0.0001
32.5,735,25.552660962999475,0.0001
33.7,842,25.67026741001563,0.0001
34.6,884,27.970635165761674,0.0001
35.2,855,26.568066947228903,0.0001
35.5,759,26.189922417198748,0.0001
35.300000000000004,605,24.069051123587265,0.003736734693877551
34.7,407,22.063397585129938,0.004746938775510205
32.9,190,21.045022236491764,0.005151020408163266
23.8,164,27.46789621826731,0.0001
27.3,383,20.518848881204235,0.002928571428571429
31.0,588,28.264354683519365,0.0001
33.800000000000004,751,27.536606249889857,0.0001
35.4,857,28.509232261112437,0.0001
36.5,898,24.15232233956369,0.0025244897959183677
37.1,868,27.476432326158907,0.0001
37.3,770,20.87454718090051,0.0001
37.0,613,21.96118947010155,0.0001
36.1,412,25.343456663545016,0.004342857142857144
33.4,191,29.313450544658803,0.002726530612244898
24.9,163,23.03698783897439,0.0001
28.6,385,20.52205402915317,0.0035346938775510208
32.2,590,24.278379764683823,0.0019183673469387757
34.9,753,27.13898885180103,0.0001
36.3,857,21.687029762031234,0.0001
37.3,896,23.63289804638494,0.0001
37.8,864,25.84521110350022,0.0025244897959183677
37.8,766,25.50000437395679,0.0001
37.5,609,23.568458806532362,0.0001
36.5,406,23.262365003323204,0.004948979591836736
33.6,184,27.11612382479863,0.003736734693877551
23.8,163,27.16372950082301,0.0001
27.5,386,22.167502222757467,0.0017163265306122451
31.8,592,23.001668833656698,0.0025244897959183677
34.800000000000004,755,22.34386364240277,0.0001
36.5,860,19.357561521813352,0.0001
37.5,898,23.987981461905928,0.0001
38.2,865,29.208624304844072,0.0001
38.5,763,25.083415682382512,0.0001
38.2,604,26.536431038938122,0.0001
37.3,404,21.55589291527429,0.005555102040816327
35.300000000000004,180,23.985929339507315,0.005151020408163266
24.700000000000003,160,26.162801586028294,0.0001
28.200000000000003,383,26.78536906533346,0.0001
31.5,590,21.030638804008394,0.0001
34.7,738,26.962119417021356,0.0001
24.1,155,27.800983979573644,0.0001
27.1,374,23.13036602272165,0.0001
30.200000000000003,579,18.794846121069856,0.0001
33.1,743,22.502314766519483,0.0025244897959183677
35.2,848,28.905903515148303,0.0001
36.4,886,21.344760812651092,0.0001
37.2,854,22.96126827473394,0.0001
37.4,754,26.737357218945412,0.0025244897959183677
37.1,595,26.474780756009867,0.0001
36.0,392,27.500371623879545,0.0035346938775510208
32.6,170,22.852487034143866,0.004746938775510205
23.3,150,25.12114389220153,0.0001
26.5,368,28.096573800764073,0.0001
29.9,571,23.434714583416884,0.0001
32.5,732,28.028082403618814,0.0001
34.2,836,24.67555869814524,0.0001
35.300000000000004,873,24.105643621645658,0.0017163265306122451
36.0,840,28.796518654195562,0.0001
36.2,740,20.702105220582208,0.0001
35.9,581,24.499284577963785,0.0001
34.800000000000004,379,23.7366233593103,0.004544897959183674
31.9,161,25.512907056376356,0.003938775510204082
22.200000000000003,338,26.47910355196036,0.0001
23.9,548,25.635632820940163,0.0001
28.1,808,24.106876326471614,0.0001
29.0,808,24.880021161955135,0.0001
29.3,706,26.38237135704606,0.0001
28.9,549,23.666585333795116,0.0001
27.700000000000003,349,25.73168078500182,0.0001
